number,name,credit,sylabus
014710,מיסעות גמישות,2.5,"הערה: המעקב גם עפ""י תרגילים ובחינת סמסטר. קביעת הציון עפ""י מבחן מסכם ותרגילי בית. מודול השיבה של שתיות וחומרים גרנולריים. מודול סטטי ודינמי של תערובות אספלטיות, חלוקת מאמצים בעזרת מודלים חד ורב שכבתיים, מאפייני הרס במיסעות גמישות, תכנון רציונאלי של מיסעות גמישות, בעיות תפיחה בשתיות חרסיתיות."
014713,מעבדה בתכנון תחבורה,1.5,סקירה של שיטות לאיסוף נתונים על הרגלי נסיעה. חקירה ויישום של מודל לביקוש תחבורה - 4-צעדים.
014716,תכנון ותפעול תחבורה ציבורית,2.5,"הקדמה למערכות תחבורה ציבורית (תח""צ). שיטות לאיסוף נתונים. תכנון תדירויות ומרווחים. לוחות זמנים חלופיים. תהליך זימון כלי רכב. לוחות זמנים עם זימון כלי רכב. תהליך זימון צוותים. תכנון מסלולים מקוצרים. תכנון רשת מסלולים. אמינות תח""צ. תכנון קווים מעגליים וקווי הזנה. עדיפות תח""צ ואוטובוסים בכוון רכבת."
014717,תחבורה אוירית,2.5,"מאפייני מטוסים, והשפעתם על תכנון שדה התעופה. בקרת התחבורה האוירית. קבולת שדה התעופה. גורמים לבחירת אתר וגודל השדה. האלמנטים הפיסיים במערך שדה התעופה ותצורתם. תכן גיאומטרי של מסלולי ההמראה והנחיתה. מסלולי ההסעה והרחבות. תכנון המסוף ואזורו תאורה, סימון ותמרור השדה."
014719,פרויקט מורחב בתחבורה - חלק א',2.5,"תכנון ותכן של פרויקט בהנדסת תחבורה. הסטודנט בוחר נושא פרויקט מתוך רשימה שהוכנה על ידי המרצה. לימוד עצמי של הבעיה, הגדרת מטרות, יצירת חלופות, הערכה, בחירה של חלופה מועדפת, הכנת דו""ח טכני מפורט. הפרויקט נמשך שני סמסטרים. ציון סופי יקבע בגמר חלק ב' של הפרויקט. אין אפשרות לקבל ניקוד של מקצוע זה ללא השלמת חלק ב'."
014721,פרויקט בתכנון תחבורה,2.5,"תכנון ותכן של פרויקט בתחבורה. לימוד עצמי של הבעיה, הגדרת מטרות, יצירת  חלופות, הערכה, בחירה של חלופה מועדפת, הכנת דו""ח טכני מפורט."
014722,פרויקט בהנדסת תעבורה,2.5,"תכנון ותכן של פרויקט בהנדסת תעבורה. לימוד עצמי של הבעיה, הגדרת מטרות, יצירת חלופות, הערכה, בחירה של חלופה מועדפת, תכן פונקציונלי, הכנת דו""ח מפורט."
014723,פרויקט בתכן גיאומטרי של דרכים,2.5,"תכנון ותכן של פרויקט בהיבטים הגיאומטריים והבטיחותיים של דרכים. לימוד עצמי של הבעיה, הגדרת מטרות, יצירת חלופות, הערכה, תכן פונקציונלי, בחירה של חלופה מועדפת, הכנת דו""ח מפורט."
014730,מבוא להנדסת תחבורה,2.5,"מערכת התחבורה, מרכיביה ויחסי הגומלין ביניהם. השפעות על פיתוח כלכלי, תכנון עירוני ואיכות הסביבה. תהליך תכנון התחבורה, משיכת ויצירת נסיעות, פילוג נסיעות, עקרונות של הצבת נסיעות. מאפייני זרימת התנועה, קיבולת ורמת שירות, תכן גיאומטרי של דרכים, עקומים אנכיים, עקומים אופקיים."
014733,הנדסה וניהול של תנועה,4.5,"האדם, הרכב והדרך כגורמים בתנועה. מאפייני זרם התנועה. אמצעי ושיטות מדידה של נתוני תנועה. מודלים של זרימת תנועה ותאורית גלי הלם. הערכה תפעולית, עיכוב וקיבולת של צמתים לא מרומזרים וצמתים מרומזרים. תכנון רמזורים מבודדים, רמזורים מתואמים וגל ירוק, העדפה לתחבורה ציבורית."
014814,חשבון תאום 1,4,"תצפיות עודפות ושיטת סכום הריבועים הקטנים. מודל מתמטי, משוואות תצפית, (תאום מתווך) משוואות נורמליות. תאום קואורדינטות במישור, נעלם האורינטציה. משקלים, וריאנס של משקל יחידה. חוק התפשטות השגיאות, מטריצת הקווריאנסים של הנעלמים, אליפסת השגיאות. תאום בשיטת התנאים. תאום רשתות איזון, צלעונים וצורות טריאנגולציה. תאום בשיטת משוואות תנאי עם נעלמים. תאום בשלבים. תאום עם אילוצים."
014829,תחיקת המדידה,2,חוק המקרקעין: הסוגים ושיטות של רישום מקרקעין. שיתוף במקרקעין. המרת סוגי מקרקעין. הסדר המקרקעין בישראל. פקודת הקרקעות. פקודת המדידות ותקנות המודדים. חוק התכנון והבניה. מוסדות התכנון ותכנון תוכניות מפורטות. חוק רישום שיכונים ציבוריים (הוראת שעה). חוקי רכישה לצורכי ציבור (הפקעות). רישום בתים משותפים. המודד והמתכנן.
014841,יסודות המיפוי והמדידה 1,3.5,"צורת הארץ. מערכות קואורדינטות גיאודטיות. גיאודזיה גבוהה ונמוכה. מקורות מידע גיאודטי: מדידות קרקעיות, צילומי אויר, לווינים ( GPS ) וחישה מרחוק. נושאים בסיסים בתורת השגיאות. מדידת כיוונים וזוויות. מדידת מרחקים. מדידת הפרשי גובה. מפוי פלנימטרי וטופוגרפי ( GIS ). חישוב שטחים ונפחים. מבוא לאינטרפולציה."
014842,יסודות המיפוי והמדידה 2,4,"חישובי קואורדינטות במישור: צלעונים, חיתוך לפנים ולאחור.נושאים מתקדמים בתורת השגיאות: משקלים של תצפיות, אליפסת השגיאות, התפשטות השגיאות בצלעונים. התוויה של מפעלים הנדסים: קו ישר, קשת מעגלית, עקומי מעבר ועקום אנכי."
014843,פוטוגרמטריה 1,4,ההיטל הפרספקטיבי כמודל מתמטי של תצלום. עקרונות הראיה הסטריאוסקופית. התמרת קואורדינטות במישור ובמרחב. מצלמות אוויריות. הכלל הקו-לינארי והכלל הקופלנרי. אורינטציה פנימית וחיצונית. מיפוי בעזרת תצלומים. אורינטציה הדדית ומוחלטת של מודל פוטוגרמטרי. שרשור מודלים. טריאנגולציה אווירית. תכנון טיסת צילום. מבוא למיפוי מבוסס סורקי לייזר.
014846,מסדי נתונים גיאו-מרחביים,3,"נתונים, קבצים ובסיסי נתונים. בסיס נתונים היררכי, רשתי וטבלאי. בסיס נתונים מוכוון אובייקטים. נתונים פלנימטריים ואלטימטריים. ייצוגם וניהולם. מיון נתוני מיפוי - נקודות, קווים ושטחים - טכניקות שווי שטח ושווי נתונים. טריאנגולציות ופוליגוני וורוני. שימוש בבסיס נתונים בגיאודזיה. גישות שונות לאיתור נתונים."
014848,מבוא לגיאודזיה,4,"מערכות קואורדינטות ארציות ואסטרונומיות. החוקים על פיהם מתנהלים במרחב גורמי השמים והאדמה. תנועת האדמה והכוכבים בתלות בגורם הזמן. מערכות זמן. חוקי התנועה של לווין. הכוחות הפועלים על לווין של האדמה. וקטור מצב של לווין, מסלול רגעי משתנה. מערכת למיקום כלל עולמי ( GPS ), מיקום מוחלט ומיקום יחסי. יסודות בגיאודזיה פיסיקלית."
014851,רשתות בקרה גיאודטיות,4,"שיטות בהקמה, מדידה, ניהול וארגון רשתות בקרה אופקיות, אנכיות ורשתות משולבות. טריאנגולציה, טרילטרציה, רשת צלעונים גיאודטית, איזון מדויק, איזון טריגונומטרי - מדידות, חישובים, תיאום וניתוח שגיאות. מדידות GPS ומשוואות התצפית, קביעת מיקום מתצפיות ללווייני GPS ושימוש במדידות סטטיות בהקמה ותחזוקה של רשתות בקרה אופקית ואנכית."
014855,עבוד תמונה לצורכי מיפוי,3,"שיטות הרכשת תמונה דיגיטלית. מבנה תמונה דיגיטלית ומרחבי צבע. שיפור תמונה מבוסס היסטוגרמה. מסננים ליניאריים ושיטות החלקה והדגשת סיפים. מסננים לא ליניאריים. התמרות פורייה ומרחב התדר אל מול מרחב התמונה. התמרות גיאומטריות גלובליות ומקומיות ומוזאיקת תמונות. מבנים פירמידליים ושילוב תמונות. יסודות הראיה הממוחשבת. זיהוי סיפים, נקודות עניין וסגמנטציה. עיבוד תמונות בינאריות. יסודות זיהוי תבניות בתמונות."
